timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-05-06T08:08:41,codecarbon,61751210-e864-4ad2-bdee-631d73fd1443,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.699730500113219,3.104055426222622e-07,1.8262044635992945e-07,2.0332382812499996,0.0,10.0,1.2701752502404935e-06,0.0,6.3574336113459955e-06,7.627608861586489e-06,0.0,Sweden,SWE,blekinge,,,Windows-11-10.0.26200-SP0,3.13.13,3.2.6,8,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,0,,15.5866,56.1616,15.814899444580078,machine,0,0,0,0,N,1.0,0.0
